,ID,VALUE_PER_UNIT,YEAR_INDEX,LONGITUDE,LATITUDE,PROVINCE_NB,PROVINCE_NL,PROVINCE_NS,PROVINCE_ON,PROVINCE_PE,PROVINCE_QC,SOIL_TEXTURE_CLAY_LOAM,SOIL_TEXTURE_GRAVELLY_LOAM,SOIL_TEXTURE_HEAVY_CLAY,SOIL_TEXTURE_LIGHT_LOAM,SOIL_TEXTURE_LOAM,SOIL_TEXTURE_MUCK,SOIL_TEXTURE_SANDY,SOIL_TEXTURE_SANDY_CLAY,SOIL_TEXTURE_SANDY_LOAM,SOIL_TEXTURE_SILT,SOIL_TEXTURE_SILTY_LOAM,SOIL_TEXTURE_SILT_CLAY,TILE_DRAINAGE_yes,IRRIGATION_OTHER,IRRIGATION_PIVOT
33243,33244,0.5152142648868505,6,-99.839265,49.204069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33245,33246,2.83775569206743,5,-97.86785400000001,49.115082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33248,33249,3.4352559762383676,4,-80.857381,42.805605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33254,33255,0.8470764988163663,4,-62.465704,46.002586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33268,33269,0.8838951681056424,6,-99.601021,50.080690000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33286,33287,3.7485853229417376,6,-81.513577,43.102174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33288,33289,4.33224771798382,2,-81.026352,43.58795,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33293,33294,0.7644000000000001,5,-72.123081,45.759713,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33295,33296,0.6501336838931913,4,-100.35348499999999,50.200218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33300,33301,2.7460796765887627,4,-81.580601,43.088521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33301,33302,2.6731836534992564,5,-97.86785400000001,49.115082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33318,33319,1.485102029721809,6,-97.90549,49.484051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33331,33332,4.065621247090337,5,-81.915028,42.343225,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33335,33336,2.3291,3,-72.92349,46.240922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33336,33337,1.290877371591802,4,-96.925067,49.551118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33338,33339,2.3143869568010755,6,-81.749911,42.616433,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33347,33348,0.24932910948241352,5,-64.844723,46.420338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33348,33349,4.30185378293294,3,-82.01146999999999,42.43796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33351,33352,0.09661811873897293,6,-100.45741,51.620137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33353,33354,0.5152142648868505,6,-99.850385,49.211559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33359,33360,1.6289172345966996,6,-78.28764,44.47929,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33362,33363,2.5766,5,-72.959988,46.299941,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33371,33372,2.5918860548672304,3,-75.22052,45.14297,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33379,33380,3.3440000000000003,5,-73.19275,46.184008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33393,33394,1.1893171495925237,4,-96.922106,49.550923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33397,33398,0.4944,6,-70.821259,46.224179,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33399,33400,3.484182798515392,6,-80.51339499999999,43.908037,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33402,33403,2.7942651833767416,5,-80.17399499999999,42.832013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33407,33408,1.2513,5,-71.91523000000001,45.262537,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33417,33418,1.8068329519676984,6,-80.469918,44.279651,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33421,33422,2.8364000000000003,4,-73.32091700000001,46.052162,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33424,33425,1.6197743435651344,6,-97.90574699999999,49.469342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33430,33431,3.1488610923036626,4,-81.837544,42.763343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33434,33435,1.4472949397804717,4,-79.670148,43.10631,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33440,33441,5.2250386719580115,6,-80.63600100000001,42.903884999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33443,33444,1.2555413332806176,4,-96.866413,49.51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33457,33458,3.449835180856269,3,-81.94861,42.704190000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33463,33464,0.5018705860840257,6,-99.850321,49.196831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33467,33468,2.7935238678876955,4,-82.150462,42.686978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33468,33469,4.634210227188487,6,-78.992922,44.068856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33473,33474,1.5955580375896374,5,-98.053207,49.122933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33476,33477,3.747102691963646,5,-97.506731,49.11712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33480,33481,5.7953,4,-72.832974,45.764204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33492,33493,1.100112185744009,5,-79.74417700000001,47.65845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33501,33502,2.984289053735489,4,-80.979787,43.479890999999995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33506,33507,2.677631546433531,3,-81.92992,42.63715,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33512,33513,0.8434,3,-71.27741800000001,48.398989,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33513,33514,0.2424101649179858,5,-64.846514,46.419791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33515,33516,2.2437148801787066,5,-82.667074,42.240249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33529,33530,0.32642592034317963,6,-65.251576,46.746455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33535,33536,1.1012,4,-71.79757099999999,46.61495,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33537,33538,0.6881878789975437,5,-100.62798199999999,50.155934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33541,33542,4.851909875804945,4,-81.302696,43.114377000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33547,33548,0.6563113129685731,5,-79.74417700000001,47.65845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33549,33550,0.6449444754698704,6,-99.43111999999999,49.025467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33553,33554,3.614901429750473,4,-81.65244,43.521045,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33557,33558,5.365147299387673,6,-80.63608599999999,42.900771999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33568,33569,0.5503031980350197,4,-99.116233,49.949498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33581,33582,0.8890843765289632,5,-101.540711,51.393912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33587,33588,1.2898889509397409,5,-76.106157,44.378809000000004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33593,33594,1.1898113599185542,5,-77.45352700000001,44.149941,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33595,33596,0.5490676722199433,5,-100.98569599999999,52.409133000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33608,33609,0.6965894545400632,6,-99.43111999999999,49.025467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33613,33614,2.8661727858141868,5,-79.979702,43.110912,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33618,33619,1.1791,3,-71.781769,48.3905,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33619,33620,2.317599323920274,4,-82.043564,42.922053999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33621,33622,3.2294173754466424,2,-80.728444,43.581508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33629,33630,2.3240240581586713,3,-81.97927,42.32727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33631,33632,0.28392383230455215,6,-100.66163399999999,49.580695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33635,33636,0.47716006978249803,6,-99.839272,49.211566999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33646,33647,0.915771734134613,5,-76.106157,44.378809000000004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33650,33651,0.7185818140484227,6,-97.338964,50.960925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33653,33654,0.6259173779176942,5,-100.628062,50.163164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33654,33655,0.5742723988475015,5,-100.98569599999999,52.409133000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33656,33657,5.138798970065681,5,-81.74776,43.1868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33666,33667,3.127115837958318,6,-73.39748,46.134461,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33671,33672,4.7263,4,-73.339261,45.304989,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33673,33674,5.303865218959885,6,-80.638876,42.899421000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33680,33681,1.6412,4,-71.91455400000001,46.604015999999994,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33708,33709,1.7986784815881942,5,-77.448549,44.137747,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33744,33745,3.4367,6,-73.585288,45.687709000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33748,33749,2.0764246848173644,4,-80.554828,42.667233,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33751,33752,4.199552245444616,3,-81.366473,43.171481,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33752,33753,3.6726,5,-74.254248,45.578415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33763,33764,0.6748442001947189,6,-97.175112,50.89396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33764,33765,0.740327068393767,6,-100.426415,49.366381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33766,33767,0.8885901662029326,5,-97.347569,50.082498,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33775,33776,2.393954819291994,6,-78.48253000000001,44.328821000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33783,33784,5.560113273006726,6,-80.637245,42.902438000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33786,33787,0.8081,5,-71.811716,45.296413,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33788,33789,3.783180045763876,4,-80.264783,43.277971,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33789,33790,2.0378762793869813,5,-82.055962,42.360827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33800,33801,4.619136812244555,5,-79.951973,43.348447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33802,33803,0.516449790701927,6,-99.850364,49.204057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33803,33804,3.3382,2,-74.303242,45.302816,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33804,33805,3.0705287556278202,5,-80.48217700000001,43.940115000000006,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33818,33819,1.8070800571307137,3,-82.540022,42.044184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33824,33825,4.578858670673065,3,-81.050588,43.603444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33828,33829,2.1263399277464505,5,-81.474051,44.255472,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33839,33840,5.383927291776835,6,-80.63790999999999,42.908474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33843,33844,1.7445624508878488,6,-81.363029,44.241633,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33862,33863,4.637175489144671,3,-81.088122,43.46796,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33865,33866,0.39660378663951806,4,-100.640462,50.590688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33868,33869,2.727299684199602,4,-78.72434799999999,44.151831,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33869,33870,3.1688766105079,4,-80.464473,43.79509,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33872,33873,1.8560068794077385,4,-80.231717,44.05219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33876,33877,0.682998670574223,6,-97.329015,50.946214000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33887,33888,2.418912440756537,6,-80.959282,44.185155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33895,33896,2.1514,5,-73.08072299999999,46.171303,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33906,33907,0.35212485729676835,5,-81.911037,45.784674,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33912,33913,3.3392,2,-73.284897,46.10897,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33913,33914,0.5060713738552853,6,-99.839261,49.196853999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33917,33918,0.4928,4,-70.35368000000001,46.775003999999996,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33921,33922,0.9723588164651112,5,-99.50595899999999,50.096396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33942,33943,3.845697652006741,2,-81.506116,43.472705,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33952,33953,3.1775252912134344,5,-81.04822,42.86117,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33956,33957,0.12800047444191298,4,-100.587016,51.722273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33964,33965,4.618395496755509,4,-81.74959,43.05356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33970,33971,1.9269260611931225,6,-98.743719,49.403218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33978,33979,2.4900787277049368,3,-81.655381,42.587514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33983,33984,0.1598770404708836,6,-97.930461,50.61357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33985,33986,0.7205586553525449,6,-97.175283,50.901146000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33996,33997,0.7394000000000001,6,-70.775913,46.093635,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33999,34000,0.9787835507035084,5,-97.566857,49.550962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34005,34006,3.05224297356469,3,-81.000869,43.942694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34006,34007,0.9412235659251864,5,-96.880596,49.935652000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34011,34012,4.111582807411178,3,-82.25341999999999,42.56648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34013,34014,2.370232723642528,3,-82.32462,42.26814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34023,34024,1.0991237650919479,6,-96.99805500000001,49.786544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34031,34032,0.9051462121249562,5,-99.528373,50.096804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34038,34039,1.2384910770325634,6,-97.88574799999999,49.720528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34048,34049,2.5196,4,-72.439009,45.96967,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34053,34054,2.6728,3,-72.029002,45.994868,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34060,34061,4.882056705692809,6,-80.658687,43.179684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34063,34064,0.9983048585817152,6,-97.383611,50.067289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34067,34068,2.476735048902112,5,-79.05040699999999,44.348273999999996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34075,34076,3.2304057960987036,5,-79.97562099999999,43.370267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34078,34079,0.9765596042363709,6,-77.08018,45.692529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34088,34089,3.4303138729780622,6,-81.149783,43.963198,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34089,34090,3.1311,3,-73.886057,45.765514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34092,34093,2.721369160287235,6,-82.793797,42.030054,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34094,34095,1.1853634669842792,6,-97.885769,49.71328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34097,34098,3.8035,4,-73.569761,45.976392,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34098,34099,2.3970000000000002,5,-74.386973,45.615103000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34102,34103,8.993145302777956,6,-75.93928000000001,45.21637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34103,34104,1.7228,5,-72.2354,46.296258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34120,34121,1.3234952531098185,5,-67.638711,46.296364000000004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34121,34122,4.4399855690584795,2,-81.50638000000001,43.470874,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34124,34125,2.221969625833362,4,-81.211722,44.633117999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34138,34139,1.3477000000000001,5,-70.883151,46.841064,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34149,34150,2.7399020475133806,6,-82.793939,42.022442,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34150,34151,1.6051951389472332,4,-82.429231,42.264396999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34151,34152,0.8517714969136565,6,-99.751968,50.25912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34156,34157,0.3760940581092501,6,-101.579318,53.733253000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34158,34159,1.036606158849083,6,-100.516971,49.113975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34163,34164,0.9359000000000001,5,-69.473916,47.884656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34168,34169,0.9158000000000001,3,-71.039527,48.326646999999994,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34176,34177,0.43515219206990113,6,-101.130657,50.664353000000006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34179,34180,0.6029365977572736,5,-100.697234,50.052797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34180,34181,1.0388301053162206,5,-79.815331,47.774695,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34207,34208,0.4253,4,-72.453379,46.793288000000004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34208,34209,0.39116747305318195,6,-101.579318,53.733253000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34225,34226,4.799523581245706,5,-80.858281,42.950031,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34227,34228,3.5215,2,-73.757239,45.852443,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34234,34235,3.697681659360591,6,-80.897237,42.733315999999995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34238,34239,2.1026178320969837,5,-79.901214,42.939301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34241,34242,3.0621271800853007,4,-82.05704,42.40011,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34245,34246,0.45615613092619955,5,-101.00620500000001,51.195267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34250,34251,2.840473848860598,5,-79.41188299999999,42.980162,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34260,34261,0.8690688583247258,6,-99.763276,50.25912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34262,34263,4.813400000000001,6,-72.6591,45.626698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34268,34269,0.9852082849419056,6,-100.527936,49.113933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34271,34272,0.1897,6,-77.94256,48.496252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34278,34279,3.8276000000000003,2,-72.961811,45.920709,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34283,34284,5.489441196384357,6,-80.84039399999999,43.223178999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34285,34286,0.4361406127219622,6,-101.119394,50.664365000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34288,34289,0.5033532170621173,5,-98.785684,49.853544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34289,34290,3.4570012305837117,6,-75.406809,45.00268,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34295,34296,2.9209,6,-72.960531,46.34516,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34296,34297,0.0958768032499271,5,-97.985341,50.554639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34310,34311,0.7534236420335767,5,-65.74597800000001,45.571567,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34315,34316,2.049737327211715,6,-75.037994,45.086218,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34317,34318,3.886717109067277,4,-82.018433,42.53784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34340,34341,3.0628684955743464,5,-81.682749,43.546371,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34347,34348,5.316961792599694,5,-81.816632,42.998596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34364,34365,0.785053102899532,5,-65.745432,45.572359000000006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34368,34369,3.2931705075045836,5,-80.366449,42.951397,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34376,34377,0.6744,3,-76.49146400000001,45.603663,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34387,34388,0.8651151757164814,5,-100.133121,49.432863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34389,34390,3.030991929545376,5,-81.181219,43.154785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34401,34402,3.30330181918821,4,-79.94754300000001,44.695332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34413,34414,0.7440336458389961,5,-96.872387,49.629144000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34417,34418,3.1127837385034325,5,-81.931576,42.417665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
